student_key,student_id,first_name,last_name,gender,nationality,birthdate,grade_level,class_id
46806,46806,Mohammed,Al Rashedi,M,Indian,2008-04-02,9,26
46807,46807,Ahmed,Al Falahi,M,Syrian,2011-09-02,6,17
46808,46808,Mohammed,Al Rashedi,M,Bangladeshi,2018-12-18,1,3
46809,46809,Khalid,Al Shamsi,M,Bangladeshi,2012-06-15,5,13
46810,46810,Reem,Al Zarooni,F,Canadian,2013-06-22,6,18
46811,46811,Lina,Al Falahi,F,Arab (Other),2008-08-24,9,26
46812,46812,Ahmed,Al Mazrouei,M,Emirati,2015-11-23,3,8
46813,46813,Layla,Al Falahi,F,Syrian,2013-03-24,6,18
46814,46814,Salem,Al Falahi,M,Emirati,2009-02-06,10,28
46815,46815,Ahmed,Al Murri,M,Bangladeshi,2010-03-22,7,19
46816,46816,Noor,Al Nuaimi,F,Syrian,2009-05-30,8,23
46817,46817,Saif,Al Falahi,M,Lebanese,2008-07-02,9,27
46818,46818,Ali,Al Saadi,M,Pakistani,2010-11-27,7,20
46819,46819,Saif,Al Murri,M,Emirati,2007-02-19,10,30
46820,46820,Aisha,Al Suwaidi,F,American,2017-07-12,2,6
46821,46821,Hind,Al Zarooni,F,American,2017-01-05,1,2
46822,46822,Omar,Al Zarooni,M,Bangladeshi,2010-07-28,7,20
46823,46823,Sara,Al Mansoori,F,Bangladeshi,2007-04-23,10,29
46824,46824,Layla,Al Nuaimi,F,Emirati,2011-08-16,7,20
46825,46825,Ali,Al Zarooni,M,Indian,2012-11-14,5,15
46826,46826,Hind,Al Zarooni,F,Emirati,2011-01-22,7,21
46827,46827,Aisha,Al Zarooni,F,Pakistani,2015-07-14,3,7
46828,46828,Fatima,Al Saadi,F,Palestinian,2013-12-24,4,10
46829,46829,Khalid,Al Mansoori,M,Arab (Other),2015-01-31,4,12
46830,46830,Hassan,Al Zarooni,M,Egyptian,2010-02-24,8,22
46831,46831,Layla,Al Murri,F,Bangladeshi,2012-08-23,7,19
46832,46832,Ali,Al Falahi,M,Filipino,2014-06-21,5,15
46833,46833,Zayed,Al Zarooni,M,Lebanese,2010-11-08,7,20
46834,46834,Mohammed,Al Shamsi,M,Arab (Other),2017-09-06,1,1
46835,46835,Mariam,Al Mansoori,F,Indian,2014-06-06,4,11
46836,46836,Yousef,Al Suwaidi,M,Emirati,2007-07-05,12,35
46837,46837,Mohammed,Al Rashedi,M,Pakistani,2007-03-28,10,29
46838,46838,Khalid,Al Zarooni,M,Emirati,2007-01-08,12,36
46839,46839,Zayed,Al Falahi,M,Syrian,2012-12-05,5,13
46840,46840,Sara,Al Murri,F,Emirati,2014-06-08,4,11
46841,46841,Ahmed,Al Shamsi,M,Bangladeshi,2015-08-10,3,7
46842,46842,Omar,Al Falahi,M,Palestinian,2008-05-30,9,25
46843,46843,Mariam,Al Saadi,F,Bangladeshi,2009-01-08,8,23
46844,46844,Salem,Al Rashedi,M,Pakistani,2013-09-04,4,11
46845,46845,Khalid,Al Rashedi,M,Pakistani,2016-11-19,1,1
46846,46846,Mohammed,Al Mansoori,M,Emirati,2010-02-08,9,25
46847,46847,Yousef,Al Mansoori,M,Emirati,2011-12-20,8,22
46848,46848,Hassan,Al Murri,M,British,2013-05-05,5,15
46849,46849,Khalid,Al Mazrouei,M,Pakistani,2006-06-28,12,34
46850,46850,Ali,Al Mansoori,M,Lebanese,2011-08-09,6,18
46851,46851,Hassan,Al Suwaidi,M,Syrian,2006-04-17,12,36
46852,46852,Khalid,Al Murri,M,Bangladeshi,2017-04-01,1,1
46853,46853,Layla,Al Shamsi,F,Canadian,2014-05-13,4,11
46854,46854,Ali,Al Falahi,M,Indian,2016-11-05,2,4
46855,46855,Reem,Al Rashedi,F,Emirati,2016-10-08,2,4
46856,46856,Lina,Al Saadi,F,Emirati,2013-10-04,6,16
46857,46857,Noor,Al Shamsi,F,Arab (Other),2010-03-31,8,23
46858,46858,Yasmin,Al Falahi,F,Emirati,2016-06-03,3,7
46859,46859,Mohammed,Al Zarooni,M,Emirati,2016-11-03,1,1
46860,46860,Fatima,Al Nuaimi,F,British,2016-11-08,3,9
46861,46861,Ahmed,Al Nuaimi,M,Emirati,2006-03-10,12,36
46862,46862,Omar,Al Mazrouei,M,Pakistani,2013-03-13,5,13
46863,46863,Layla,Al Murri,F,Pakistani,2015-10-06,3,8
46864,46864,Zayed,Al Shamsi,M,Arab (Other),2011-09-08,7,21
46865,46865,Fatima,Al Zarooni,F,Indian,2011-07-17,6,16
46866,46866,Layla,Al Saadi,F,Lebanese,2005-10-31,12,36
46867,46867,Ahmed,Al Saadi,M,Emirati,2015-11-09,2,5
46868,46868,Omar,Al Rashedi,M,Bangladeshi,2013-04-24,6,18
46869,46869,Sara,Al Nuaimi,F,Filipino,2012-07-14,6,16
46870,46870,Khalid,Al Saadi,M,Arab (Other),2011-06-09,8,23
46871,46871,Noor,Al Mansoori,F,Palestinian,2016-02-12,1,2
46872,46872,Khalid,Al Suwaidi,M,Emirati,2006-11-01,12,35
46873,46873,Layla,Al Mazrouei,F,Filipino,2014-01-15,3,8
46874,46874,Lina,Al Murri,F,Emirati,2014-09-06,4,11
46875,46875,Fatima,Al Falahi,F,Arab (Other),2008-09-20,11,32
46876,46876,Yousef,Al Mazrouei,M,Syrian,2009-02-23,8,24
46877,46877,Hassan,Al Suwaidi,M,Emirati,2016-08-09,2,6
46878,46878,Hassan,Al Rashedi,M,Egyptian,2009-04-04,9,26
46879,46879,Ahmed,Al Saadi,M,Emirati,2012-06-11,6,18
46880,46880,Salem,Al Mazrouei,M,Bangladeshi,2012-12-03,7,21
46881,46881,Zayed,Al Suwaidi,M,Emirati,2005-09-24,12,36
46882,46882,Hassan,Al Zarooni,M,Emirati,2010-02-10,9,26
46883,46883,Fatima,Al Shamsi,F,Arab (Other),2016-12-25,3,9
46884,46884,Hind,Al Falahi,F,British,2011-09-18,6,18
46885,46885,Saif,Al Mansoori,M,American,2008-07-22,9,26
46886,46886,Khalid,Al Murri,M,British,2012-12-17,7,19
46887,46887,Khalid,Al Falahi,M,Indian,2012-01-21,7,20
46888,46888,Reem,Al Nuaimi,F,Jordanian,2014-12-02,4,12
46889,46889,Lina,Al Suwaidi,F,American,2016-03-15,2,4
46890,46890,Reem,Al Saadi,F,Bangladeshi,2015-10-16,2,5
46891,46891,Ahmed,Al Falahi,M,Emirati,2012-08-05,5,14
46892,46892,Lina,Al Nuaimi,F,Emirati,2009-06-04,8,23
46893,46893,Khalid,Al Mansoori,M,Bangladeshi,2008-06-27,11,31
46894,46894,Yousef,Al Falahi,M,Syrian,2007-12-12,10,29
46895,46895,Hassan,Al Zarooni,M,Pakistani,2006-03-21,11,32
46896,46896,Khalid,Al Rashedi,M,Egyptian,2010-01-13,7,20
46897,46897,Zayed,Al Mansoori,M,British,2010-05-23,8,22
46898,46898,Omar,Al Murri,M,Pakistani,2016-09-14,1,1
46899,46899,Khalid,Al Murri,M,Palestinian,2013-03-19,4,11
46900,46900,Sara,Al Rashedi,F,Emirati,2014-10-25,5,14
46901,46901,Ali,Al Murri,M,Emirati,2011-01-07,8,24
46902,46902,Hind,Al Mazrouei,F,Emirati,2018-01-23,1,2
46903,46903,Aisha,Al Falahi,F,Bangladeshi,2011-02-09,8,24
46904,46904,Saif,Al Falahi,M,African,2010-12-07,8,23
46905,46905,Aisha,Al Nuaimi,F,Jordanian,2015-05-27,3,7
46906,46906,Omar,Al Falahi,M,Bangladeshi,2012-02-23,6,16
46907,46907,Mohammed,Al Falahi,M,Emirati,2014-11-15,4,11
46908,46908,Yasmin,Al Saadi,F,African,2015-06-18,3,7
46909,46909,Omar,Al Suwaidi,M,Indian,2011-07-31,6,17
46910,46910,Mohammed,Al Rashedi,M,Indian,2015-08-31,3,8
46911,46911,Reem,Al Murri,F,Arab (Other),2008-04-21,10,29
46912,46912,Hind,Al Zarooni,F,Indian,2005-11-18,12,34
46913,46913,Saif,Al Mansoori,M,Jordanian,2015-09-16,2,4
46914,46914,Aisha,Al Rashedi,F,Palestinian,2008-10-20,11,32
46915,46915,Yousef,Al Suwaidi,M,Pakistani,2009-02-13,9,27
46916,46916,Lina,Al Falahi,F,Egyptian,2010-10-21,8,24
46917,46917,Yousef,Al Saadi,M,Canadian,2011-03-03,8,24
46918,46918,Yasmin,Al Rashedi,F,Emirati,2008-03-25,9,25
46919,46919,Omar,Al Shamsi,M,Syrian,2014-07-17,5,14
46920,46920,Hind,Al Falahi,F,British,2010-11-29,7,19
46921,46921,Hind,Al Mazrouei,F,Bangladeshi,2011-05-17,7,21
46922,46922,Hassan,Al Shamsi,M,Pakistani,2013-11-17,5,13
46923,46923,Saif,Al Mazrouei,M,Emirati,2007-11-18,11,31
46924,46924,Mohammed,Al Nuaimi,M,Emirati,2018-07-30,1,2
46925,46925,Aisha,Al Shamsi,F,Pakistani,2014-07-30,5,14
46926,46926,Hassan,Al Zarooni,M,Bangladeshi,2013-11-25,5,15
46927,46927,Zayed,Al Mansoori,M,Lebanese,2014-06-21,4,11
46928,46928,Omar,Al Falahi,M,Pakistani,2009-05-22,10,28
46929,46929,Noor,Al Saadi,F,Syrian,2016-05-24,3,7
46930,46930,Saif,Al Zarooni,M,Canadian,2016-04-16,3,8
46931,46931,Ahmed,Al Mazrouei,M,Emirati,2011-05-27,8,22
46932,46932,Salem,Al Murri,M,Other,2012-06-18,7,20
46933,46933,Hind,Al Mazrouei,F,Bangladeshi,2006-07-08,11,32
46934,46934,Yousef,Al Suwaidi,M,Pakistani,2017-12-13,1,2
46935,46935,Reem,Al Suwaidi,F,Canadian,2016-05-26,2,4
46936,46936,Hassan,Al Mazrouei,M,Emirati,2016-03-04,1,3
46937,46937,Aisha,Al Zarooni,F,Pakistani,2014-08-11,3,9
46938,46938,Yasmin,Al Nuaimi,F,Indian,2012-07-14,7,21
46939,46939,Hassan,Al Murri,M,Bangladeshi,2009-12-20,8,22
46940,46940,Aisha,Al Falahi,F,Egyptian,2017-09-17,2,6
46941,46941,Ahmed,Al Zarooni,M,Emirati,2015-10-22,3,8
46942,46942,Salem,Al Nuaimi,M,Other,2008-06-29,9,25
46943,46943,Saif,Al Mazrouei,M,Emirati,2014-05-30,3,7
46944,46944,Lina,Al Suwaidi,F,Indian,2006-12-05,11,32
46945,46945,Salem,Al Mazrouei,M,Pakistani,2008-08-12,9,25
46946,46946,Yousef,Al Saadi,M,Emirati,2009-05-15,8,24
46947,46947,Mohammed,Al Nuaimi,M,Palestinian,2015-04-18,3,9
46948,46948,Ahmed,Al Zarooni,M,African,2012-01-14,5,15
46949,46949,Yasmin,Al Zarooni,F,Palestinian,2008-12-23,11,33
46950,46950,Sara,Al Nuaimi,F,Indian,2015-12-05,2,5
46951,46951,Fatima,Al Falahi,F,Emirati,2016-04-04,1,2
46952,46952,Salem,Al Falahi,M,Indian,2015-12-05,2,4
46953,46953,Saif,Al Saadi,M,Arab (Other),2007-10-23,11,31
46954,46954,Saif,Al Murri,M,Emirati,2014-02-17,3,7
46955,46955,Salem,Al Murri,M,Bangladeshi,2014-04-23,3,9
46956,46956,Yousef,Al Suwaidi,M,Emirati,2015-12-25,4,10
46957,46957,Reem,Al Mansoori,F,Bangladeshi,2005-02-23,12,34
46958,46958,Hassan,Al Mazrouei,M,Emirati,2018-01-26,1,1
46959,46959,Zayed,Al Murri,M,Arab (Other),2007-08-19,12,34
46960,46960,Reem,Al Rashedi,F,Emirati,2016-05-20,1,2
46961,46961,Mariam,Al Shamsi,F,Egyptian,2013-11-18,4,11
46962,46962,Noor,Al Mansoori,F,Filipino,2013-05-28,5,13
46963,46963,Hind,Al Rashedi,F,Emirati,2007-11-09,11,32
46964,46964,Sara,Al Falahi,F,Arab (Other),2010-08-29,8,24
46965,46965,Ahmed,Al Falahi,M,Indian,2012-02-05,6,17
46966,46966,Fatima,Al Mansoori,F,Emirati,2014-01-15,4,12
46967,46967,Saif,Al Mazrouei,M,Syrian,2010-07-20,7,20
46968,46968,Ali,Al Nuaimi,M,British,2011-01-21,6,17
46969,46969,Yasmin,Al Shamsi,F,Emirati,2010-04-09,9,27
46970,46970,Lina,Al Saadi,F,Indian,2009-08-29,10,28
46971,46971,Saif,Al Suwaidi,M,Jordanian,2015-10-29,2,4
46972,46972,Ali,Al Murri,M,Pakistani,2015-03-17,3,7
46973,46973,Yasmin,Al Mazrouei,F,Emirati,2009-01-20,9,27
46974,46974,Omar,Al Shamsi,M,Emirati,2015-03-15,4,11
46975,46975,Saif,Al Mazrouei,M,Jordanian,2014-10-31,4,11
46976,46976,Hassan,Al Suwaidi,M,Palestinian,2017-02-10,1,1
46977,46977,Aisha,Al Shamsi,F,Indian,2013-07-11,4,11
46978,46978,Khalid,Al Mazrouei,M,Emirati,2008-12-07,9,26
46979,46979,Aisha,Al Suwaidi,F,Emirati,2008-05-06,9,26
46980,46980,Mariam,Al Mazrouei,F,Emirati,2013-09-27,6,18
46981,46981,Yasmin,Al Mansoori,F,Palestinian,2007-12-07,10,30
46982,46982,Reem,Al Shamsi,F,Bangladeshi,2008-03-22,9,25
46983,46983,Khalid,Al Suwaidi,M,African,2008-02-05,10,29
46984,46984,Mariam,Al Mansoori,F,Pakistani,2008-07-21,10,28
46985,46985,Fatima,Al Falahi,F,Emirati,2009-12-22,8,24
46986,46986,Aisha,Al Zarooni,F,Bangladeshi,2009-06-14,8,22
46987,46987,Hassan,Al Murri,M,Arab (Other),2010-07-27,7,20
46988,46988,Zayed,Al Saadi,M,Egyptian,2017-01-28,1,1
46989,46989,Sara,Al Shamsi,F,Arab (Other),2014-11-26,4,10
46990,46990,Yousef,Al Suwaidi,M,Indian,2009-07-21,9,26
46991,46991,Yasmin,Al Shamsi,F,Canadian,2011-02-25,8,23
46992,46992,Saif,Al Murri,M,Pakistani,2006-09-14,11,33
46993,46993,Mohammed,Al Shamsi,M,Bangladeshi,2011-12-19,7,20
46994,46994,Khalid,Al Rashedi,M,Bangladeshi,2010-08-16,7,19
46995,46995,Ahmed,Al Suwaidi,M,Indian,2006-03-07,12,34
46996,46996,Omar,Al Shamsi,M,Jordanian,2011-05-24,7,21
46997,46997,Mohammed,Al Saadi,M,Syrian,2017-03-22,1,1
46998,46998,Mohammed,Al Zarooni,M,Bangladeshi,2007-11-19,10,28
46999,46999,Hassan,Al Mazrouei,M,Indian,2009-07-19,9,27
47000,47000,Ali,Al Murri,M,Syrian,2008-09-26,11,33
47001,47001,Hind,Al Falahi,F,Emirati,2016-12-10,1,1
47002,47002,Mariam,Al Nuaimi,F,Palestinian,2010-01-20,7,19
47003,47003,Salem,Al Falahi,M,Emirati,2015-10-17,3,9
47004,47004,Noor,Al Mazrouei,F,Indian,2014-07-08,5,15
47005,47005,Mariam,Al Murri,F,Emirati,2012-02-04,5,14
47006,47006,Layla,Al Rashedi,F,Pakistani,2008-01-03,11,31
47007,47007,Reem,Al Nuaimi,F,Egyptian,2012-08-30,5,14
47008,47008,Noor,Al Saadi,F,British,2008-05-04,11,33
47009,47009,Ali,Al Nuaimi,M,Indian,2013-03-28,5,15
47010,47010,Omar,Al Rashedi,M,Emirati,2017-12-29,2,5
47011,47011,Layla,Al Suwaidi,F,Pakistani,2009-11-20,10,28
47012,47012,Hassan,Al Zarooni,M,Syrian,2014-08-12,5,15
47013,47013,Noor,Al Zarooni,F,Jordanian,2010-05-05,7,21
47014,47014,Mohammed,Al Murri,M,Emirati,2007-02-10,10,30
47015,47015,Sara,Al Mazrouei,F,Pakistani,2009-03-15,8,22
47016,47016,Ali,Al Nuaimi,M,Indian,2010-01-14,9,27
47017,47017,Reem,Al Falahi,F,Emirati,2015-06-13,4,12
47018,47018,Hind,Al Mazrouei,F,Arab (Other),2006-02-25,11,31
47019,47019,Lina,Al Mansoori,F,Emirati,2007-06-04,12,35
47020,47020,Yousef,Al Zarooni,M,American,2013-02-06,5,13
47021,47021,Reem,Al Mansoori,F,American,2014-11-25,5,15
47022,47022,Yasmin,Al Zarooni,F,Filipino,2007-02-13,11,31
47023,47023,Sara,Al Rashedi,F,African,2014-07-16,4,10
47024,47024,Omar,Al Falahi,M,Palestinian,2014-09-15,3,9
47025,47025,Saif,Al Mazrouei,M,Emirati,2011-05-22,8,23
47026,47026,Noor,Al Saadi,F,Syrian,2008-04-01,11,31
47027,47027,Zayed,Al Rashedi,M,Pakistani,2013-03-08,5,15
47028,47028,Zayed,Al Falahi,M,Pakistani,2014-06-12,4,10
47029,47029,Yousef,Al Shamsi,M,Pakistani,2008-05-12,11,32
47030,47030,Omar,Al Suwaidi,M,Pakistani,2007-03-12,11,32
47031,47031,Khalid,Al Murri,M,Filipino,2008-06-11,9,25
47032,47032,Mohammed,Al Mansoori,M,Emirati,2008-12-21,10,30
47033,47033,Salem,Al Murri,M,Lebanese,2012-01-28,7,21
47034,47034,Omar,Al Falahi,M,Arab (Other),2008-01-28,10,28
47035,47035,Yousef,Al Zarooni,M,Emirati,2007-06-15,10,28
47036,47036,Saif,Al Mansoori,M,Emirati,2008-07-28,10,29
47037,47037,Aisha,Al Falahi,F,Indian,2007-12-09,10,30
47038,47038,Salem,Al Zarooni,M,Palestinian,2012-11-13,5,14
47039,47039,Salem,Al Zarooni,M,American,2017-09-18,1,1
47040,47040,Mariam,Al Mansoori,F,Lebanese,2007-05-09,12,34
47041,47041,Mohammed,Al Suwaidi,M,Bangladeshi,2017-03-07,2,5
47042,47042,Khalid,Al Mansoori,M,Bangladeshi,2015-07-23,3,9
47043,47043,Zayed,Al Murri,M,Jordanian,2016-11-11,1,3
47044,47044,Zayed,Al Mansoori,M,Bangladeshi,2011-09-22,7,20
47045,47045,Ahmed,Al Saadi,M,Emirati,2018-11-28,1,3
47046,47046,Noor,Al Mansoori,F,Bangladeshi,2012-08-30,7,21
47047,47047,Mariam,Al Murri,F,Pakistani,2006-08-23,11,31
47048,47048,Hassan,Al Murri,M,Pakistani,2011-04-17,8,23
47049,47049,Reem,Al Falahi,F,Emirati,2014-10-04,5,15
47050,47050,Layla,Al Zarooni,F,Emirati,2015-10-09,3,7
47051,47051,Noor,Al Shamsi,F,Arab (Other),2015-09-09,3,8
47052,47052,Aisha,Al Rashedi,F,Syrian,2009-07-09,9,25
47053,47053,Ahmed,Al Shamsi,M,American,2008-10-21,10,28
47054,47054,Lina,Al Rashedi,F,Egyptian,2008-05-26,10,30
47055,47055,Fatima,Al Suwaidi,F,Jordanian,2015-12-08,3,7
47056,47056,Mariam,Al Rashedi,F,Emirati,2009-12-13,9,27
47057,47057,Hind,Al Suwaidi,F,Pakistani,2012-10-07,6,17
47058,47058,Ali,Al Suwaidi,M,Other,2008-07-19,9,27
47059,47059,Reem,Al Rashedi,F,Emirati,2010-08-05,7,19
47060,47060,Hind,Al Mazrouei,F,African,2012-01-16,6,17
47061,47061,Ali,Al Suwaidi,M,Indian,2012-08-31,7,21
47062,47062,Fatima,Al Falahi,F,Palestinian,2016-12-19,3,8
47063,47063,Yousef,Al Mansoori,M,Canadian,2011-09-02,7,21
47064,47064,Mohammed,Al Zarooni,M,Emirati,2017-02-15,2,6
47065,47065,Zayed,Al Rashedi,M,Pakistani,2008-03-05,10,30
47066,47066,Layla,Al Rashedi,F,Bangladeshi,2018-04-19,1,1
47067,47067,Ahmed,Al Nuaimi,M,Bangladeshi,2012-06-07,6,16
47068,47068,Hassan,Al Mazrouei,M,Emirati,2014-05-16,3,9
47069,47069,Yasmin,Al Shamsi,F,Emirati,2007-01-29,11,33
47070,47070,Layla,Al Suwaidi,F,Palestinian,2009-12-08,8,22
47071,47071,Reem,Al Suwaidi,F,Lebanese,2014-11-05,3,8
47072,47072,Sara,Al Saadi,F,Palestinian,2015-01-20,3,7
47073,47073,Yasmin,Al Saadi,F,Emirati,2015-02-25,2,4
47074,47074,Sara,Al Saadi,F,Emirati,2017-12-13,2,4
47075,47075,Mohammed,Al Suwaidi,M,Emirati,2010-05-14,9,26
47076,47076,Salem,Al Rashedi,M,Emirati,2007-02-28,11,32
47077,47077,Khalid,Al Rashedi,M,Emirati,2007-06-24,12,35
47078,47078,Noor,Al Suwaidi,F,Emirati,2013-09-28,4,12
47079,47079,Aisha,Al Rashedi,F,Palestinian,2011-01-23,8,24
47080,47080,Ali,Al Mansoori,M,Emirati,2006-10-11,11,31
47081,47081,Layla,Al Rashedi,F,American,2010-06-17,8,24
47082,47082,Zayed,Al Falahi,M,Emirati,2013-03-29,6,16
47083,47083,Sara,Al Murri,F,African,2011-11-12,8,23
47084,47084,Salem,Al Nuaimi,M,Palestinian,2011-11-23,7,20
47085,47085,Mariam,Al Mansoori,F,Emirati,2012-02-24,6,18
47086,47086,Hassan,Al Nuaimi,M,Egyptian,2008-12-12,11,31
47087,47087,Ahmed,Al Murri,M,Emirati,2011-03-16,8,23
47088,47088,Layla,Al Murri,F,Emirati,2017-01-22,2,4
47089,47089,Layla,Al Falahi,F,Pakistani,2015-12-02,2,6
47090,47090,Khalid,Al Rashedi,M,Indian,2009-08-21,9,27
47091,47091,Yasmin,Al Falahi,F,Egyptian,2011-10-03,7,19
47092,47092,Ali,Al Mazrouei,M,Bangladeshi,2015-06-16,4,10
47093,47093,Hassan,Al Nuaimi,M,British,2007-06-08,10,29
47094,47094,Zayed,Al Saadi,M,American,2013-09-27,4,11
47095,47095,Sara,Al Mazrouei,F,Emirati,2013-06-13,5,15
47096,47096,Aisha,Al Saadi,F,Syrian,2010-09-21,8,24
47097,47097,Salem,Al Nuaimi,M,Emirati,2015-05-03,2,5
47098,47098,Layla,Al Shamsi,F,Palestinian,2017-12-04,2,5
47099,47099,Khalid,Al Rashedi,M,Bangladeshi,2010-11-08,7,20
47100,47100,Mariam,Al Nuaimi,F,Bangladeshi,2006-04-01,11,31
47101,47101,Sara,Al Rashedi,F,Emirati,2014-11-02,3,8
47102,47102,Ali,Al Shamsi,M,Indian,2007-08-13,10,29
47103,47103,Yousef,Al Mansoori,M,African,2016-08-03,2,5
47104,47104,Khalid,Al Suwaidi,M,Pakistani,2013-08-06,4,10
47105,47105,Reem,Al Zarooni,F,Filipino,2007-09-02,11,32
47106,47106,Fatima,Al Saadi,F,Other,2016-07-30,1,1
47107,47107,Zayed,Al Nuaimi,M,Emirati,2013-01-17,5,14
47108,47108,Khalid,Al Falahi,M,American,2018-09-19,1,1
47109,47109,Ahmed,Al Falahi,M,Emirati,2013-12-22,5,15
47110,47110,Reem,Al Zarooni,F,Arab (Other),2008-09-29,11,31
47111,47111,Ali,Al Nuaimi,M,Jordanian,2007-09-18,11,32
47112,47112,Salem,Al Rashedi,M,Palestinian,2008-02-21,11,33
47113,47113,Hassan,Al Shamsi,M,Pakistani,2014-10-05,3,9
47114,47114,Saif,Al Murri,M,Bangladeshi,2012-10-13,7,21
47115,47115,Mohammed,Al Mansoori,M,Egyptian,2015-11-17,2,5
47116,47116,Hind,Al Suwaidi,F,Filipino,2011-02-20,8,22
47117,47117,Lina,Al Suwaidi,F,Other,2008-11-01,9,27
47118,47118,Lina,Al Murri,F,Emirati,2010-07-29,8,22
47119,47119,Mariam,Al Mazrouei,F,Emirati,2008-11-27,11,31
47120,47120,Khalid,Al Mansoori,M,Emirati,2009-05-07,9,27
47121,47121,Ali,Al Murri,M,Bangladeshi,2014-02-19,3,8
47122,47122,Hassan,Al Falahi,M,Pakistani,2014-12-28,4,12
47123,47123,Lina,Al Mansoori,F,Jordanian,2013-10-03,5,13
47124,47124,Lina,Al Falahi,F,Jordanian,2018-11-25,1,1
47125,47125,Mariam,Al Mansoori,F,Jordanian,2014-03-17,3,7
47126,47126,Fatima,Al Rashedi,F,Indian,2008-11-22,10,28
47127,47127,Layla,Al Murri,F,Pakistani,2016-10-09,1,1
47128,47128,Yasmin,Al Rashedi,F,Jordanian,2014-09-20,3,8
47129,47129,Yousef,Al Saadi,M,Pakistani,2010-06-27,7,19
47130,47130,Yousef,Al Falahi,M,Pakistani,2014-07-11,4,11
47131,47131,Khalid,Al Saadi,M,Bangladeshi,2014-02-18,3,9
47132,47132,Aisha,Al Saadi,F,Pakistani,2008-12-10,11,31
47133,47133,Saif,Al Murri,M,British,2015-03-20,2,5
47134,47134,Mohammed,Al Mazrouei,M,Pakistani,2013-04-15,5,13
47135,47135,Sara,Al Suwaidi,F,American,2018-10-25,1,2
47136,47136,Hind,Al Zarooni,F,Indian,2013-07-05,4,10
47137,47137,Hind,Al Suwaidi,F,Emirati,2007-09-17,12,35
47138,47138,Ahmed,Al Murri,M,Indian,2017-12-08,1,1
47139,47139,Mohammed,Al Murri,M,Syrian,2010-02-20,8,22
47140,47140,Lina,Al Murri,F,Indian,2013-02-05,6,17
47141,47141,Ali,Al Suwaidi,M,Emirati,2009-03-20,8,23
47142,47142,Omar,Al Shamsi,M,Bangladeshi,2014-05-20,3,8
47143,47143,Ahmed,Al Saadi,M,Emirati,2010-08-29,9,25
47144,47144,Khalid,Al Saadi,M,Filipino,2009-02-21,10,28
47145,47145,Ahmed,Al Mazrouei,M,Emirati,2011-07-02,6,17
47146,47146,Salem,Al Falahi,M,Jordanian,2006-05-04,12,35
47147,47147,Noor,Al Mazrouei,F,Pakistani,2008-08-25,10,28
47148,47148,Zayed,Al Rashedi,M,Emirati,2011-05-13,6,18
47149,47149,Noor,Al Mansoori,F,Indian,2016-03-17,2,6
47150,47150,Noor,Al Falahi,F,Jordanian,2010-10-31,9,25
47151,47151,Ali,Al Shamsi,M,Indian,2018-12-22,1,2
47152,47152,Mariam,Al Saadi,F,Arab (Other),2010-04-12,7,19
47153,47153,Hind,Al Saadi,F,Emirati,2018-02-24,1,1
47154,47154,Layla,Al Zarooni,F,Emirati,2014-09-04,4,10
47155,47155,Ahmed,Al Saadi,M,Filipino,2006-10-04,11,32
47156,47156,Yousef,Al Murri,M,Syrian,2012-11-23,5,15
47157,47157,Mohammed,Al Falahi,M,Lebanese,2017-11-05,2,5
47158,47158,Mariam,Al Mazrouei,F,Bangladeshi,2014-04-04,4,12
47159,47159,Ahmed,Al Nuaimi,M,American,2014-07-29,5,13
47160,47160,Fatima,Al Shamsi,F,Emirati,2009-09-29,10,30
47161,47161,Mariam,Al Nuaimi,F,British,2008-09-02,10,28
47162,47162,Omar,Al Nuaimi,M,Arab (Other),2010-04-07,9,26
47163,47163,Mohammed,Al Murri,M,Indian,2008-02-27,9,27
47164,47164,Noor,Al Saadi,F,Pakistani,2007-11-04,10,29
47165,47165,Ahmed,Al Falahi,M,Bangladeshi,2011-06-26,6,18
47166,47166,Reem,Al Suwaidi,F,Emirati,2011-11-15,7,21
47167,47167,Yasmin,Al Nuaimi,F,Jordanian,2005-12-12,12,36
47168,47168,Mariam,Al Zarooni,F,Emirati,2008-06-02,11,32
47169,47169,Ahmed,Al Falahi,M,Lebanese,2012-09-21,7,20
47170,47170,Fatima,Al Suwaidi,F,Emirati,2011-09-13,8,22
47171,47171,Noor,Al Zarooni,F,Lebanese,2007-07-03,10,29
47172,47172,Ahmed,Al Suwaidi,M,Indian,2017-08-15,1,3
47173,47173,Sara,Al Murri,F,Pakistani,2014-02-07,3,9
47174,47174,Yasmin,Al Nuaimi,F,Emirati,2015-10-12,3,7
47175,47175,Yousef,Al Nuaimi,M,Canadian,2010-01-08,9,26
47176,47176,Salem,Al Rashedi,M,Indian,2018-08-07,1,2
47177,47177,Zayed,Al Saadi,M,Pakistani,2016-08-24,2,6
47178,47178,Ahmed,Al Saadi,M,Emirati,2007-08-26,10,28
47179,47179,Yasmin,Al Murri,F,Egyptian,2017-11-14,1,3
47180,47180,Mariam,Al Falahi,F,Other,2015-05-20,4,10
47181,47181,Ali,Al Mansoori,M,Pakistani,2012-04-14,5,13
47182,47182,Aisha,Al Rashedi,F,Bangladeshi,2012-04-17,6,17
47183,47183,Salem,Al Saadi,M,Indian,2006-10-02,11,33
